order_id,customer_id,order_date,amount,status,city,payment_method
2008,4819,2026-05-20,10083.58,Pending,Dehradun,Card
2009,4134,2026-04-24,2767.18,Pending,Haldwani,Card
2010,4622,2026-04-24,7937.44,Completed,Noida,Cash
2011,1771,2026-05-29,5596.12,Completed,Haldwani,Cash
2012,1275,2026-05-12,4196.78,Completed,Haldwani,Cash
2013,3247,2026-05-11,952.68,Completed,Haldwani,Net Banking
2014,5978,2026-05-11,6871.76,Completed,Rudrapur,UPI
2015,4028,2026-04-02,9232.52,Pending,Delhi,Card
2016,1679,2026-04-27,12527.56,Completed,Bengaluru,UPI
2017,3575,2026-04-07,12882.57,Completed,Dehradun,UPI
2018,3726,2026-05-24,10112.66,Cancelled,Delhi,Cash
2019,5230,2026-04-01,14114.12,Completed,Haldwani,UPI
2020,2581,2026-05-23,11443.27,Completed,Noida,UPI
2021,2414,2026-04-29,763.18,Completed,Pune,Card
2022,1027,2026-04-20,4179.07,Completed,Mumbai,Net Banking
2023,5655,2026-05-24,10474.75,Completed,Bengaluru,UPI
2024,1953,2026-05-29,1449.37,Pending,Delhi,Cash
2025,5843,2026-05-11,14489.91,Pending,Haldwani,Card
2026,4069,2026-04-30,1311.0,Pending,Dehradun,Cash
2027,2566,2026-05-18,11361.9,Completed,Haldwani,Net Banking
2028,3352,2026-04-12,4256.55,Completed,Pune,Card
2029,2543,2026-04-18,13265.17,Completed,Noida,Cash
2030,4602,2026-04-17,1476.94,Completed,Mumbai,Cash
2031,5285,2026-04-29,12459.55,Completed,Delhi,UPI
2032,5795,2026-04-25,2419.99,Completed,Pune,Cash
2033,3365,2026-04-14,5198.5,Returned,Noida,UPI
2034,5205,2026-05-20,3239.76,Completed,Noida,UPI
2035,1945,2026-05-04,9909.15,Completed,Delhi,Net Banking
2036,5808,2026-04-21,5647.01,Completed,Haldwani,Cash
2037,1857,2026-05-11,5447.37,Cancelled,Delhi,Net Banking
2038,4896,2026-04-22,5116.41,Cancelled,Delhi,Cash
2039,3510,2026-04-11,7055.93,Completed,Haldwani,Net Banking
2040,4740,2026-05-08,8681.88,Completed,Pune,Net Banking
2041,2996,2026-04-17,10878.25,Completed,Bengaluru,Net Banking
2042,3460,2026-04-03,14564.41,Cancelled,Rudrapur,Net Banking
2043,4489,2026-05-20,4113.48,Completed,Haldwani,Card
2044,5196,2026-04-11,13843.07,Cancelled,Dehradun,Card
2045,2065,2026-05-13,5063.89,Returned,Rudrapur,Cash
2046,2159,2026-05-22,5256.93,Completed,Bengaluru,UPI
2047,2209,2026-04-13,13256.03,Completed,Rudrapur,Card
2048,2935,2026-05-25,3129.5,Completed,Dehradun,Card
2049,5550,2026-05-25,11656.57,Completed,Delhi,Cash
2050,1819,2026-05-01,8292.45,Completed,Dehradun,Net Banking
2051,4083,2026-05-24,7005.91,Completed,Rudrapur,Net Banking
2052,2053,2026-04-21,11469.36,Completed,Mumbai,Cash
2053,4479,2026-05-09,5968.37,Completed,Bengaluru,UPI
2054,2817,2026-05-27,9166.98,Pending,Mumbai,Cash
2055,3785,2026-05-03,12366.25,Completed,Pune,UPI
2056,2885,2026-04-09,7549.25,Completed,Noida,Net Banking
2057,1761,2026-04-22,5822.59,Completed,Delhi,Cash
2058,3549,2026-04-25,10161.57,Completed,Noida,Net Banking
2059,2471,2026-04-11,6033.42,Completed,Rudrapur,Net Banking
2060,1677,2026-04-23,10322.38,Completed,Pune,UPI
2061,2318,2026-04-21,2018.22,Completed,Bengaluru,UPI
2062,4983,2026-05-12,14402.82,Completed,Haldwani,Cash
2063,4482,2026-04-17,11156.77,Completed,Bengaluru,Cash
2064,4880,2026-05-16,5092.45,Completed,Mumbai,UPI
2065,2466,2026-04-28,8022.5,Completed,Rudrapur,Card
2066,1057,2026-04-22,14228.2,Pending,Noida,Card
2067,5219,2026-05-23,9256.35,Cancelled,Pune,UPI
2068,4808,2026-04-19,693.68,Cancelled,Bengaluru,Cash
2069,1411,2026-05-27,9029.99,Completed,Pune,Cash
2070,3427,2026-05-20,12305.62,Completed,Delhi,Cash
2071,3924,2026-04-27,361.03,Completed,Haldwani,UPI
2072,3927,2026-05-17,645.52,Pending,Dehradun,Card
2073,1689,2026-05-05,1509.13,Pending,Bengaluru,Net Banking
2074,3251,2026-04-23,14580.61,Completed,Dehradun,Net Banking
2075,1333,2026-04-05,4966.17,Completed,Rudrapur,Net Banking
2076,5200,2026-05-17,1273.6,Cancelled,Noida,Net Banking
2077,4283,2026-04-02,2840.56,Pending,Rudrapur,Net Banking
2078,1954,2026-05-21,2955.49,Completed,Noida,Card
2079,1401,2026-04-24,8642.71,Completed,Pune,Cash
2080,2522,2026-04-18,7573.29,Completed,Pune,Card
2081,3335,2026-04-18,175.26,Completed,Pune,Card
2082,3251,2026-04-18,6990.37,Pending,Mumbai,UPI
2083,2814,2026-04-15,369.29,Completed,Rudrapur,Cash
2084,5992,2026-05-23,6963.6,Completed,Mumbai,Net Banking
2085,4897,2026-05-30,8409.09,Completed,Mumbai,Cash
2086,4641,2026-04-10,6983.02,Pending,Dehradun,Card
2087,4196,2026-04-17,6103.78,Completed,Rudrapur,Net Banking
2088,5599,2026-04-23,1338.07,Pending,Mumbai,Cash
2089,3391,2026-05-19,4798.54,Completed,Haldwani,Card
2090,5792,2026-04-11,9401.55,Completed,Pune,UPI
2091,3326,2026-05-06,11186.38,Returned,Pune,Card
2092,4101,2026-05-09,14237.4,Completed,Pune,Card
2093,2732,2026-04-08,8604.1,Completed,Delhi,Net Banking
2094,5507,2026-04-27,5345.17,Completed,Noida,Cash
2095,3976,2026-05-11,1674.02,Cancelled,Mumbai,Net Banking
2096,2845,2026-05-25,6119.09,Pending,Noida,Net Banking
2097,2286,2026-05-30,13112.79,Completed,Haldwani,Cash
2098,4802,2026-05-12,2666.83,Cancelled,Pune,Net Banking
2099,4427,2026-04-27,2914.24,Completed,Dehradun,Card
2100,5995,2026-05-10,7600.08,Completed,Pune,UPI
2101,3663,2026-05-10,3824.12,Completed,Bengaluru,UPI
2102,4034,2026-04-02,11170.18,Cancelled,Pune,Card
2103,2323,2026-04-30,5599.06,Cancelled,Delhi,Net Banking
2104,2637,2026-04-21,2076.49,Completed,Haldwani,Card
2105,5732,2026-04-30,6941.97,Completed,Bengaluru,Card
2106,2449,2026-04-30,7553.2,Completed,Mumbai,Card
2107,3006,2026-04-30,10858.49,Completed,Haldwani,Net Banking
2108,5258,2026-05-01,12946.32,Completed,Pune,Cash
2109,5402,2026-04-08,10765.34,Completed,Haldwani,Net Banking
2110,4939,2026-05-23,10917.87,Completed,Pune,UPI
2111,3977,2026-04-26,10777.71,Completed,Bengaluru,Net Banking
2112,2017,2026-04-07,2275.16,Completed,Rudrapur,Card
2113,4003,2026-04-27,9882.4,Completed,Dehradun,Net Banking
2114,2722,2026-04-17,1547.17,Completed,Rudrapur,Net Banking
2115,5027,2026-05-19,3746.45,Completed,Noida,Net Banking
2116,3709,2026-05-21,6810.6,Completed,Noida,UPI
2117,2148,2026-04-10,7874.51,Completed,Mumbai,Cash
2118,3386,2026-04-20,14177.4,Completed,Noida,Net Banking
2119,4604,2026-05-14,4493.71,Pending,Delhi,Card
2120,5977,2026-04-19,12901.3,Completed,Dehradun,UPI
2121,2734,2026-05-08,4614.05,Completed,Noida,Cash
2122,5167,2026-05-18,13066.47,Completed,Bengaluru,Card
2123,3820,2026-05-12,2422.57,Cancelled,Mumbai,Cash
2124,4097,2026-05-26,13898.63,Completed,Bengaluru,Card
2125,4965,2026-05-28,5760.1,Completed,Rudrapur,Cash
2126,2842,2026-04-20,3175.8,Completed,Rudrapur,Card
2127,3921,2026-05-02,6943.89,Cancelled,Haldwani,Card
2128,2660,2026-04-24,9997.24,Completed,Rudrapur,Cash
2129,5157,2026-04-05,4144.96,Returned,Rudrapur,UPI
2130,4659,2026-05-07,7891.94,Completed,Delhi,Card
2131,2871,2026-05-15,10788.97,Completed,Noida,Cash
2132,1749,2026-05-18,2931.21,Pending,Rudrapur,Card
2133,5281,2026-04-20,1006.89,Completed,Bengaluru,Net Banking
2134,1806,2026-05-05,13236.45,Completed,Rudrapur,Card
2135,4919,2026-04-08,6684.28,Completed,Rudrapur,Card
2136,5902,2026-05-02,4569.42,Completed,Pune,UPI
2137,4627,2026-05-20,9675.15,Completed,Bengaluru,UPI
2138,3063,2026-05-19,6166.82,Completed,Delhi,Cash
2139,5156,2026-05-01,7761.58,Returned,Noida,Cash
2140,5360,2026-04-16,5183.02,Completed,Noida,Net Banking
2141,1914,2026-05-19,14190.89,Completed,Mumbai,Net Banking
2142,5062,2026-04-11,2764.05,Pending,Noida,UPI
2143,4631,2026-04-22,9604.46,Completed,Delhi,Card
2144,1891,2026-05-19,3553.86,Completed,Noida,Cash
2145,5346,2026-05-01,1633.47,Completed,Dehradun,Card
2146,3653,2026-04-11,2959.37,Completed,Delhi,Card
2147,5999,2026-05-13,2441.28,Returned,Bengaluru,Net Banking
2148,3207,2026-04-15,13999.37,Completed,Noida,Cash
2149,2188,2026-04-20,5072.46,Completed,Mumbai,Net Banking
2150,3524,2026-04-28,8492.97,Pending,Haldwani,Net Banking
2151,1454,2026-04-27,5368.82,Pending,Bengaluru,Cash
2152,1160,2026-05-23,10594.65,Completed,Noida,Cash
2153,4060,2026-04-02,4895.5,Pending,Mumbai,Card
2154,2762,2026-05-10,7593.86,Cancelled,Rudrapur,UPI
2155,2992,2026-04-11,4949.7,Completed,Bengaluru,UPI
2156,4196,2026-05-15,14400.0,Pending,Dehradun,Cash
2157,5971,2026-05-08,5687.78,Completed,Mumbai,Cash
2158,5407,2026-04-24,6628.05,Completed,Bengaluru,Card
2159,1607,2026-04-21,14659.96,Pending,Delhi,Card
2160,5832,2026-04-20,8653.91,Completed,Bengaluru,Card
2161,3686,2026-05-07,8244.12,Completed,Noida,UPI
2162,2151,2026-05-20,11571.6,Cancelled,Mumbai,Cash
2163,4653,2026-05-18,13280.32,Completed,Bengaluru,Card
2164,4775,2026-04-24,5061.88,Completed,Noida,Cash
2165,5945,2026-05-18,13996.95,Completed,Pune,Net Banking
2166,4247,2026-05-22,7346.73,Completed,Haldwani,Cash
2167,1133,2026-05-07,6614.38,Completed,Mumbai,Net Banking
2168,3316,2026-05-07,5072.91,Completed,Rudrapur,UPI
2169,5574,2026-05-20,1773.79,Completed,Rudrapur,Net Banking
2170,5998,2026-05-12,14894.95,Pending,Pune,Cash
2171,4816,2026-04-29,13351.4,Returned,Delhi,Cash
2172,1599,2026-04-12,9752.81,Completed,Pune,UPI
2173,4289,2026-05-07,4477.83,Completed,Pune,UPI
2174,1070,2026-04-15,4903.53,Completed,Dehradun,Cash
2175,5362,2026-04-30,9838.83,Completed,Mumbai,Card
2176,2548,2026-05-20,2309.43,Completed,Rudrapur,UPI
2177,5370,2026-05-09,14172.97,Completed,Delhi,Cash
2178,1568,2026-04-21,13071.29,Cancelled,Dehradun,Card
2179,3482,2026-04-11,6421.83,Completed,Dehradun,Cash
2180,1224,2026-04-09,13176.8,Returned,Rudrapur,Net Banking
2181,1209,2026-04-29,13026.24,Cancelled,Dehradun,Net Banking
2182,1404,2026-04-29,6634.35,Completed,Pune,UPI
2183,1761,2026-04-12,7649.88,Completed,Rudrapur,Card
2184,2718,2026-04-08,14116.37,Pending,Mumbai,Cash
2185,4401,2026-04-13,3233.88,Completed,Mumbai,Net Banking
2186,3092,2026-05-03,1768.69,Completed,Haldwani,Net Banking
2187,4441,2026-04-26,14427.37,Completed,Mumbai,Cash
2188,1535,2026-04-28,14194.51,Completed,Dehradun,UPI
2189,4193,2026-05-27,7123.29,Returned,Noida,Cash
2190,1372,2026-04-10,12726.48,Completed,Haldwani,Card
2191,5249,2026-04-10,2189.28,Completed,Haldwani,UPI
2192,5885,2026-05-22,3226.4,Pending,Noida,Cash
2193,4399,2026-05-23,2446.49,Completed,Delhi,Card
2194,3991,2026-05-27,13881.82,Pending,Haldwani,Net Banking
2195,2672,2026-04-20,6114.45,Completed,Noida,Cash
2196,1234,2026-05-21,484.87,Completed,Bengaluru,UPI
2197,2183,2026-05-29,6174.05,Completed,Delhi,Card
2198,1821,2026-04-01,5295.13,Completed,Pune,UPI
2199,1921,2026-05-01,7020.06,Completed,Bengaluru,Card
2200,5942,2026-05-22,9589.14,Completed,Bengaluru,Cash
2201,2051,2026-04-21,9879.98,Completed,Rudrapur,Net Banking
2202,5038,2026-05-18,12483.23,Completed,Delhi,Card
2203,5217,2026-04-09,12101.17,Completed,Rudrapur,UPI
2204,4309,2026-04-19,13315.08,Completed,Dehradun,Cash
2205,2513,2026-05-17,9924.6,Completed,Bengaluru,Cash
2206,2079,2026-04-21,6388.11,Completed,Haldwani,Net Banking
2207,1394,2026-05-21,3048.65,Completed,Delhi,UPI
2208,2949,2026-04-11,6011.78,Completed,Bengaluru,Net Banking
2209,3818,2026-04-13,9467.82,Pending,Pune,Net Banking
2210,2760,2026-04-30,9357.56,Completed,Rudrapur,Cash
2211,5215,2026-05-30,5126.52,Returned,Delhi,Cash
2212,3794,2026-05-22,13092.37,Pending,Bengaluru,UPI
2213,3805,2026-05-19,7834.19,Completed,Mumbai,Net Banking
2214,1209,2026-05-05,1980.8,Completed,Bengaluru,UPI
2215,1986,2026-05-06,10719.16,Completed,Mumbai,Cash
2216,4708,2026-04-28,8344.15,Returned,Delhi,Net Banking
2217,5186,2026-04-13,2211.46,Completed,Haldwani,Card
2218,3900,2026-05-04,9053.95,Completed,Haldwani,Cash
2219,5420,2026-04-15,10436.05,Returned,Delhi,Cash
2220,2301,2026-04-07,10237.91,Completed,Dehradun,Card
2221,5431,2026-05-31,14331.44,Completed,Dehradun,Cash
2222,1401,2026-05-31,6073.01,Completed,Pune,Net Banking
2223,4834,2026-04-21,2128.19,Returned,Haldwani,UPI
2224,3059,2026-05-16,8380.78,Completed,Rudrapur,UPI
2225,4362,2026-04-09,2242.49,Pending,Dehradun,Net Banking
2226,2307,2026-05-12,6343.24,Completed,Dehradun,Cash
2227,1578,2026-04-15,14454.02,Completed,Pune,UPI
2228,5800,2026-05-31,10117.53,Completed,Delhi,Cash
2229,3683,2026-04-01,9587.67,Completed,Rudrapur,Net Banking
2230,2903,2026-05-13,6630.25,Pending,Bengaluru,Card
2231,1577,2026-05-27,14687.0,Cancelled,Mumbai,Cash
2232,1336,2026-04-25,12585.86,Completed,Bengaluru,Net Banking
2233,5793,2026-04-11,13156.01,Completed,Bengaluru,Cash
2234,2841,2026-05-04,1635.45,Returned,Mumbai,Card
2235,5052,2026-05-24,10553.83,Completed,Haldwani,UPI
2236,3296,2026-05-24,10888.38,Completed,Noida,Cash
2237,4438,2026-05-13,12560.81,Returned,Rudrapur,UPI
2238,1829,2026-05-16,12109.27,Completed,Bengaluru,Card
2239,5843,2026-04-28,10017.86,Completed,Bengaluru,Net Banking
2240,5970,2026-05-04,13068.86,Completed,Haldwani,UPI
2241,5837,2026-05-24,11924.64,Returned,Rudrapur,UPI
2242,2955,2026-04-24,8743.82,Pending,Pune,Net Banking
2243,1327,2026-04-23,9741.62,Completed,Bengaluru,UPI
2244,4267,2026-05-23,12097.79,Pending,Pune,UPI
2245,2770,2026-05-07,2792.99,Completed,Mumbai,UPI
2246,3395,2026-05-29,6240.94,Completed,Bengaluru,Cash
2247,3938,2026-05-23,10276.87,Completed,Dehradun,Cash
2248,4654,2026-05-21,812.21,Completed,Noida,Card
2249,2716,2026-05-06,11585.05,Completed,Mumbai,Net Banking
2250,3856,2026-05-20,12250.49,Pending,Rudrapur,Cash
2251,3882,2026-05-10,8119.7,Pending,Dehradun,Cash
2252,3506,2026-04-07,13721.15,Completed,Pune,Cash
2253,5074,2026-05-11,2874.26,Completed,Noida,Net Banking
2254,3873,2026-04-22,12107.87,Cancelled,Delhi,Card
2255,3645,2026-04-02,1761.06,Completed,Noida,Card
2256,4261,2026-05-10,10464.98,Completed,Rudrapur,Net Banking
2257,3158,2026-04-10,10766.73,Completed,Pune,Card
2258,4156,2026-04-07,12690.64,Pending,Noida,UPI
2259,3653,2026-04-15,6693.79,Completed,Delhi,Cash
2260,1216,2026-05-02,3444.58,Completed,Dehradun,Card
2261,2851,2026-04-29,9753.64,Completed,Haldwani,Cash
2262,2997,2026-04-02,12877.22,Completed,Bengaluru,Net Banking
2263,5558,2026-05-06,14975.75,Completed,Delhi,Net Banking
2264,5715,2026-05-27,13544.91,Completed,Noida,Cash
2265,3160,2026-04-28,5616.4,Cancelled,Dehradun,Cash
2266,5427,2026-04-23,1247.9,Completed,Mumbai,Card
2267,5410,2026-05-08,2018.59,Returned,Bengaluru,Cash
2268,1859,2026-05-22,12411.78,Completed,Mumbai,Card
2269,4812,2026-04-18,8656.46,Completed,Bengaluru,Net Banking
2270,5842,2026-04-28,1063.4,Returned,Haldwani,Net Banking
2271,5580,2026-05-12,957.43,Completed,Delhi,UPI
2272,3904,2026-04-05,14325.54,Completed,Noida,UPI
2273,5897,2026-05-02,6519.37,Pending,Delhi,Net Banking
2274,2763,2026-05-13,6836.46,Completed,Noida,Cash
2275,2906,2026-05-07,11996.4,Completed,Pune,Card
2276,5421,2026-05-14,8844.4,Cancelled,Haldwani,Cash
2277,5813,2026-04-08,11641.85,Completed,Rudrapur,Net Banking
2278,2321,2026-05-17,2999.82,Returned,Delhi,Card
2279,1242,2026-05-12,13939.51,Pending,Mumbai,UPI
2280,1772,2026-05-31,6112.97,Pending,Pune,Net Banking
2281,4124,2026-05-15,7168.67,Pending,Delhi,UPI
2282,3550,2026-04-23,2743.42,Completed,Noida,Net Banking
2283,1744,2026-04-12,3981.53,Completed,Mumbai,UPI
2284,3783,2026-04-29,11302.05,Completed,Haldwani,UPI
2285,5564,2026-04-04,10272.38,Completed,Haldwani,UPI
2286,1039,2026-04-21,5832.83,Completed,Mumbai,UPI
2287,2413,2026-04-13,9583.58,Completed,Dehradun,Cash
2288,1795,2026-05-26,10279.4,Completed,Mumbai,Card
2289,4611,2026-05-16,12705.0,Pending,Delhi,Net Banking
2290,1249,2026-05-10,677.74,Completed,Rudrapur,Cash
2291,3388,2026-04-07,5300.9,Completed,Delhi,UPI
2292,5077,2026-04-13,9092.2,Returned,Mumbai,Net Banking
2293,5490,2026-05-24,5893.8,Completed,Rudrapur,UPI
2294,3772,2026-04-16,5548.83,Completed,Bengaluru,Card
2295,4312,2026-04-03,5438.99,Cancelled,Bengaluru,UPI
2296,5259,2026-04-06,9986.34,Completed,Pune,Card
2297,3315,2026-04-21,2118.59,Pending,Noida,Net Banking
2298,4312,2026-04-28,5718.3,Completed,Bengaluru,UPI
2299,3634,2026-05-06,7313.16,Completed,Bengaluru,Cash
2300,1452,2026-05-04,12485.73,Completed,Rudrapur,Cash
2301,5813,2026-05-18,13514.12,Completed,Mumbai,UPI
2302,5377,2026-04-02,803.39,Completed,Dehradun,Cash
2303,5406,2026-04-04,12373.82,Completed,Pune,Card
2304,5168,2026-04-24,10248.89,Completed,Dehradun,UPI
2305,4746,2026-05-31,2867.01,Completed,Mumbai,UPI
2306,2668,2026-05-02,3180.38,Completed,Haldwani,UPI
2307,4126,2026-04-14,13514.78,Completed,Noida,UPI
2308,2970,2026-05-13,12223.2,Pending,Delhi,Net Banking
2309,2871,2026-04-24,13772.0,Completed,Delhi,Card
2310,5905,2026-04-16,9364.28,Completed,Pune,Cash
2311,2679,2026-05-31,13192.35,Pending,Noida,Net Banking
2312,1084,2026-04-27,12370.97,Completed,Dehradun,Net Banking
2313,3077,2026-05-09,255.4,Completed,Haldwani,Net Banking
2314,2056,2026-05-13,10373.54,Completed,Rudrapur,UPI
2315,2302,2026-05-28,11888.73,Completed,Mumbai,Card
2316,3102,2026-05-14,10753.85,Completed,Noida,Cash
2317,3333,2026-05-25,8594.61,Completed,Rudrapur,Net Banking
2318,2656,2026-05-31,1388.9,Pending,Dehradun,Card
2319,5246,2026-04-03,7087.46,Completed,Dehradun,UPI
2320,4180,2026-04-12,1345.76,Completed,Rudrapur,Card
2321,4572,2026-05-10,5626.44,Pending,Bengaluru,UPI
2322,5126,2026-05-20,14620.16,Pending,Mumbai,UPI
2323,5660,2026-04-01,14233.98,Completed,Noida,Card
2324,3869,2026-04-30,3089.67,Completed,Pune,Net Banking
2325,2255,2026-05-31,4447.9,Completed,Delhi,Card
2326,3752,2026-05-13,10845.6,Completed,Bengaluru,UPI
2327,3014,2026-05-09,7975.49,Completed,Delhi,Cash
2328,1465,2026-04-08,10302.97,Completed,Haldwani,Card
2329,3636,2026-04-24,672.61,Cancelled,Dehradun,UPI
2330,4123,2026-04-01,8484.4,Pending,Rudrapur,Card
2331,1289,2026-05-07,abc,Completed,Bengaluru,Net Banking
2332,3314,2026-05-14,9279.13,Completed,Dehradun,Net Banking
2333,3049,2026-04-23,14703.95,Completed,Bengaluru,Card
2334,4721,2026-05-05,13203.72,Completed,Noida,Card
2335,4183,2026-04-17,13240.87,Completed,Haldwani,Net Banking
2336,3457,2026-04-10,734.07,Completed,Dehradun,Net Banking
2337,2025,2026-05-24,9434.85,Completed,Pune,Net Banking
2338,4423,2026-04-30,11028.39,Completed,Pune,Net Banking
2339,3979,2026-04-22,4957.56,Completed,Dehradun,Card
2340,2778,2026-05-16,2945.38,Completed,Mumbai,Net Banking
2341,5491,2026-05-26,11483.25,Completed,Noida,Card
2342,4219,2026-04-10,7106.46,Completed,Bengaluru,Cash
2343,4377,2026-04-04,3071.21,Completed,Delhi,Net Banking
2344,5240,2026-04-28,2786.7,Completed,Dehradun,Net Banking
2345,5649,2026-05-13,2667.88,Returned,Delhi,Net Banking
2346,5711,2026-05-21,12032.47,Completed,Mumbai,Net Banking
2347,3013,2026-05-26,11103.14,Pending,Bengaluru,Cash
2348,5347,2026-05-18,9458.48,Completed,Rudrapur,UPI
2349,1703,2026-04-02,229.16,Cancelled,Haldwani,Cash
2350,1737,2026-04-21,13980.28,Completed,Delhi,Card
2351,3520,2026-05-24,1083.74,Completed,Mumbai,Net Banking
2352,4892,2026-04-22,10583.69,Completed,Rudrapur,Card
2353,2246,2026-04-11,6286.27,Completed,Pune,Card
2354,5602,2026-05-06,9467.37,Completed,Noida,Card
2355,1929,2026-05-13,14186.49,Cancelled,Rudrapur,UPI
2356,2111,2026-05-27,5776.14,Completed,Delhi,UPI
2357,5802,2026-05-15,14817.82,Completed,Bengaluru,Card
2358,4665,2026-05-28,395.86,Completed,Mumbai,Cash
2359,1697,2026-05-27,5612.53,Completed,Noida,Net Banking
2360,2225,2026-04-08,14894.16,Pending,Dehradun,Cash
2361,3395,2026-05-16,11912.45,Pending,Mumbai,Net Banking
2362,1131,2026-05-10,13376.61,Completed,Delhi,Cash
2363,3071,2026-04-13,7750.0,Returned,Haldwani,Net Banking
2364,3610,2026-05-28,2586.54,Completed,Noida,Cash
2365,4678,2026-04-28,5129.02,Completed,Bengaluru,UPI
2366,3728,2026-05-06,567.47,Cancelled,Haldwani,UPI
2367,3480,2026-04-25,3074.67,Completed,Pune,UPI
2368,3215,2026-05-15,5689.62,Completed,Pune,Net Banking
2369,3803,2026-04-09,14149.3,Pending,Dehradun,Net Banking
2370,3308,2026-04-18,1341.26,Completed,Rudrapur,Cash
2371,5169,2026-05-28,1791.53,Pending,Rudrapur,Card
2372,1610,2026-04-12,5663.49,Completed,Dehradun,UPI
2373,1618,2026-04-01,10874.3,Pending,Mumbai,UPI
2374,2280,2026-05-08,9429.28,Cancelled,Bengaluru,Cash
2375,1867,2026-05-10,1917.48,Pending,Dehradun,UPI
2376,2521,2026-04-06,10801.99,Completed,Pune,Card
2377,2723,2026-04-04,10782.99,Completed,Dehradun,Net Banking
2378,2617,2026-05-16,14820.15,Completed,Delhi,Net Banking
2379,3360,2026-05-17,10174.77,Cancelled,Haldwani,Net Banking
2380,2515,2026-05-03,194.07,Completed,Dehradun,Cash
2381,2179,2026-05-27,8175.78,Returned,Rudrapur,UPI
2382,2542,2026-04-12,12744.38,Pending,Dehradun,Card
2383,4234,2026-05-11,12557.0,Completed,Pune,Cash
2384,2788,2026-04-28,3839.15,Completed,Dehradun,UPI
2385,3062,2026-04-19,11339.03,Completed,Rudrapur,Net Banking
2386,3820,2026-05-28,11020.42,Completed,Pune,UPI
2387,4654,2026-04-01,14659.8,Completed,Mumbai,Cash
2388,5961,2026-05-14,14393.51,Completed,Mumbai,Net Banking
2389,3934,2026-05-18,12183.38,Completed,Noida,Net Banking
2390,3568,2026-05-05,14986.55,Completed,Delhi,UPI
2391,3891,2026-04-27,7027.68,Completed,Pune,Net Banking
2392,4805,2026-04-29,2375.0,Pending,Pune,Net Banking
2393,1201,2026-05-26,2177.54,Completed,Delhi,Net Banking
2394,3996,2026-04-01,6572.28,Pending,Delhi,Card
2395,5858,2026-05-31,2840.25,Completed,Pune,Net Banking
2396,2228,2026-04-18,5126.0,Completed,Pune,Card
2397,3487,2026-05-24,14332.42,Completed,Dehradun,Card
2398,4986,2026-05-09,10883.57,Completed,Delhi,Net Banking
2399,1490,2026-04-23,14425.45,Completed,Mumbai,Net Banking
2400,,2026-04-19,2208.02,Completed,Bengaluru,Card
2401,4411,2026-05-02,293.22,Completed,Delhi,Cash
2402,3545,2026-05-14,9315.35,Completed,Delhi,Cash
2403,3795,2026-05-17,5662.98,Completed,Delhi,Cash
2404,5632,2026-05-01,1040.56,Completed,Pune,Card
2405,2716,2026-05-31,4960.39,Completed,Mumbai,Net Banking
2406,3299,2026-05-06,5177.28,Pending,Dehradun,Card
2407,3637,2026-05-21,9526.96,Returned,Dehradun,Card
2408,3041,2026-05-02,8493.14,Cancelled,Mumbai,UPI
2409,4147,2026-05-19,2310.5,Completed,Bengaluru,Net Banking
2410,5937,2026-05-28,13374.57,Returned,Noida,UPI
2411,4683,2026-04-25,11683.75,Pending,Noida,Card
2412,3981,2026-05-25,11688.61,Completed,Dehradun,UPI
2413,3681,2026-04-23,12390.07,Completed,Delhi,Cash
2414,3622,2026-05-02,14780.74,Completed,Dehradun,Card
2415,5896,2026-05-09,1893.4,Pending,Dehradun,Cash
2416,3034,2026-05-21,5702.53,Pending,Haldwani,Cash
2417,3139,2026-04-14,2246.49,Completed,Pune,UPI
2418,4020,2026-04-30,11659.37,Returned,Bengaluru,Net Banking
2419,5549,2026-04-11,8948.29,Pending,Rudrapur,Cash
2420,4736,2026-04-18,3046.93,Completed,Noida,Card
2421,5805,2026-04-09,4909.78,Completed,Haldwani,Cash
2422,5527,2026-05-01,5595.45,Completed,Pune,UPI
2423,4558,2026-05-12,4925.88,Completed,Haldwani,Cash
2424,3655,2026-05-07,11371.72,Completed,Haldwani,Card
2425,5069,2026-04-05,13911.54,Completed,Rudrapur,Card
2426,2926,2026-04-06,11344.43,Returned,Mumbai,UPI
2427,4381,2026-04-22,11287.68,Completed,Haldwani,Net Banking
2428,4244,2026-05-15,2409.26,Pending,Dehradun,Net Banking
2429,2304,2026-04-08,11465.18,Cancelled,Dehradun,Card
2430,1463,2026-05-12,10284.48,Completed,Dehradun,Net Banking
2431,1348,2026-04-03,3363.11,Completed,Delhi,Card
2432,5101,2026-04-21,4911.96,Pending,Pune,UPI
2433,5180,2026-05-19,4415.63,Completed,Pune,UPI
2434,1329,2026-04-13,8886.06,Completed,Bengaluru,UPI
2435,3863,2026-05-15,1301.35,Cancelled,Delhi,Net Banking
2436,2744,2026-04-10,8089.83,Cancelled,Noida,Cash
2437,5557,2026-04-24,7712.11,Completed,Dehradun,Cash
2438,3741,2026-04-13,4973.17,Completed,Rudrapur,Cash
2439,4700,2026-04-02,6738.6,Returned,Pune,Card
2440,2515,2026-04-08,720.74,Pending,Dehradun,Card
2441,5672,2026-05-18,11234.37,Pending,Dehradun,Cash
2442,3957,2026-04-30,910.08,Completed,Noida,Card
2443,5187,2026-04-02,4717.53,Completed,Delhi,Cash
